title;artist;feeling
Great Balls Of Fire;Jerry Lee Lewis;Piano
The Man Comes Around;Johnny Cash;Piano
Gimme That Wine;Lambert Hendricks And Ross;Piano
Blue In Green;Miles Davis;Piano
Livin For The Weekend;Ojays;Piano
Elenore;Turtles;Piano
And It Stoned Me;Van Morrison;Piano
Wise Up;Aimee Mann;Pleasant
Sexy Boy;Air;Pleasant
Windy;Association;Pleasant
Brick;Ben Folds Five;Pleasant
We Didnt Start The Fire;Billy Joel;Pleasant
I Fought The Law;Bobby Fuller Four;Pleasant
Tribulation;Dennis Brown;Pleasant
Take A Message To Mary;Everly Brothers;Pleasant
Say You Love Me;Fleetwood Mac;Pleasant
Les Vieux;Jacques Brel;Pleasant
Enter From The East;Jewel;Pleasant
Boom Boom;John Lee Hooker;Pleasant
The Man Comes Around;Johnny Cash;Pleasant
Funky Stuff;Kool And The Gang;Pleasant
Gimme That Wine;Lambert Hendricks And Ross;Pleasant
Hotter Than That;Louis Armstrong;Pleasant
Bound To Fall;Manassas;Pleasant
Whats Going On;Marvin Gaye;Pleasant
A Little Bit Me A Little Bit You;Monkees;Pleasant
Western Hero;Neil Young And Crazy Horse;Pleasant
Livin For The Weekend;Ojays;Pleasant
Give It Away;Red Hot Chili Peppers;Pleasant
Smooth Operator;Sade;Pleasant
The One;Shakira;Pleasant
I Shall Believe;Sheryl Crow;Pleasant
Music Of Waters;Shira Kammen;Pleasant
The Only Living Boy In New York;Simon And Garfunkel;Pleasant
Cruisin;Smokey Robinson;Pleasant
Gimme Some Lovin;Spencer Davis Group;Pleasant
Stop;Spice Girls;Pleasant
Pulling Mussels From The Shell;Squeeze;Pleasant
Pride And Joy;Stevie Ray Vaughan;Pleasant
Everybody Wants To Rule The World;Tears For Fears;Pleasant
I Should Be Allowed To Think;They Might Be Giants;Pleasant
Wild Spring Apples;Touchinggrace;Pleasant
Elenore;Turtles;Pleasant
And It Stoned Me;Van Morrison;Pleasant
S.O.S.;Abba;Pop
Windy;Association;Pop
World In My Eyes;Depeche Mode;Pop
Barely Breathing;Duncan Sheik;Pop
Lost;Emma S Mini;Pop
Hammering In My Head;Garbage;Pop
Miss You Much;Janet Jackson;Pop
Answering Machine;Replacements;Pop
The Only Living Boy In New York;Simon And Garfunkel;Pop
Elenore;Turtles;Pop
And It Stoned Me;Van Morrison;Pop
Windy;Association;Positive
We Didnt Start The Fire;Billy Joel;Positive
Eye Know;De La Soul;Positive
September;Earth Wind And Fire;Positive
Been Caught Stealing;Janes Addiction;Positive
Miss You Much;Janet Jackson;Positive
Great Balls Of Fire;Jerry Lee Lewis;Positive
Boom Boom;John Lee Hooker;Positive
Funky Stuff;Kool And The Gang;Positive
Hotter Than That;Louis Armstrong;Positive
Livin For The Weekend;Ojays;Positive
Give It Away;Red Hot Chili Peppers;Positive
The One;Shakira;Positive
Cruisin;Smokey Robinson;Positive
Gimme Some Lovin;Spencer Davis Group;Positive
Stop;Spice Girls;Positive
Pride And Joy;Stevie Ray Vaughan;Positive
Headstart For Happiness;Style Council;Positive
Everybody Wants To Rule The World;Tears For Fears;Positive
I Wont Back Down;Tom Petty;Positive
Elenore;Turtles;Positive
The Long Cut;Uncle Tupelo;Positive
S.O.S.;Abba;Positive Feelings
Sexy Boy;Air;Positive Feelings
Windy;Association;Positive Feelings
I Fought The Law;Bobby Fuller Four;Positive Feelings
Le Freak;Chic;Positive Feelings
Lowrider;Cypress Hill;Positive Feelings
September;Earth Wind And Fire;Positive Feelings
Hammering In My Head;Garbage;Positive Feelings
Going In;Jade Leary;Positive Feelings
Been Caught Stealing;Janes Addiction;Positive Feelings
Miss You Much;Janet Jackson;Positive Feelings
Great Balls Of Fire;Jerry Lee Lewis;Positive Feelings
Enter From The East;Jewel;Positive Feelings
Boom Boom;John Lee Hooker;Positive Feelings
Solipsism;Joram;Positive Feelings
Funky Stuff;Kool And The Gang;Positive Feelings
Hotter Than That;Louis Armstrong;Positive Feelings
Whats Going On;Marvin Gaye;Positive Feelings
A Little Bit Me A Little Bit You;Monkees;Positive Feelings
Golden Key;Monoide;Positive Feelings
Livin For The Weekend;Ojays;Positive Feelings
Give It Away;Red Hot Chili Peppers;Positive Feelings
Smooth Operator;Sade;Positive Feelings
I Shall Believe;Sheryl Crow;Positive Feelings
Cruisin;Smokey Robinson;Positive Feelings
Teen Age Riot;Sonic Youth;Positive Feelings
Gimme Some Lovin;Spencer Davis Group;Positive Feelings
Stop;Spice Girls;Positive Feelings
Pride And Joy;Stevie Ray Vaughan;Positive Feelings
Headstart For Happiness;Style Council;Positive Feelings
Everybody Wants To Rule The World;Tears For Fears;Positive Feelings
I Wont Back Down;Tom Petty;Positive Feelings
Wild Spring Apples;Touchinggrace;Positive Feelings
Elenore;Turtles;Positive Feelings
Nocturne;West Exit;Positive Feelings
We Didnt Start The Fire;Billy Joel;Powerful
I Fought The Law;Bobby Fuller Four;Powerful
Mr. Soul;Buffalo Springfield;Powerful
Woo Hah Got You All In Check;Busta Rhymes;Powerful
Perhaps, Perhaps, Perhaps;Cake;Powerful
Garden;Cargo Cult;Powerful
Money Changes Everything;Cyndi Lauper;Powerful
Eye Know;De La Soul;Powerful
Tribulation;Dennis Brown;Powerful
Lost;Emma S Mini;Powerful
Hammering In My Head;Garbage;Powerful
River Deep Mountain High;Ike And Tina Turner;Powerful
Been Caught Stealing;Janes Addiction;Powerful
Great Balls Of Fire;Jerry Lee Lewis;Powerful
The Man Comes Around;Johnny Cash;Powerful
Solipsism;Joram;Powerful
Deuce;Kiss;Powerful
Funky Stuff;Kool And The Gang;Powerful
Hotter Than That;Louis Armstrong;Powerful
Words Of Love;Mamas And The Papas;Powerful
Yellow Ledbetter;Pearl Jam;Powerful
What S Wrong With My Footm;Pizzle;Powerful
Jerry Was A Race Car Driver;Primus;Powerful
Maggies Farm;Rage Against The Machine;Powerful
Hit The Road Jack;Ray Charles;Powerful
Give It Away;Red Hot Chili Peppers;Powerful
Running Scared;Roy Orbison;Powerful
The One;Shakira;Powerful
I Shall Believe;Sheryl Crow;Powerful
The Only Living Boy In New York;Simon And Garfunkel;Powerful
Teen Age Riot;Sonic Youth;Powerful
Gimme Some Lovin;Spencer Davis Group;Powerful
Pulling Mussels From The Shell;Squeeze;Powerful
Pride And Joy;Stevie Ray Vaughan;Powerful
Dont Believe A Word;Thin Lizzy;Powerful
Yedi Tekrar;Tim Rayborn;Powerful
Pearly Queen;Traffic;Powerful
September;Earth Wind And Fire;R&B
River Deep Mountain High;Ike And Tina Turner;R&B
Whats Going On;Marvin Gaye;R&B
Livin For The Weekend;Ojays;R&B
Cruisin;Smokey Robinson;R&B
Gimme Some Lovin;Spencer Davis Group;R&B
Headstart For Happiness;Style Council;R&B
Nocturne;West Exit;R&B
S.O.S.;Abba;Recommended
Brick;Ben Folds Five;Recommended
Mr. Soul;Buffalo Springfield;Recommended
Perhaps, Perhaps, Perhaps;Cake;Recommended
Tribulation;Dennis Brown;Recommended
September;Earth Wind And Fire;Recommended
Say You Love Me;Fleetwood Mac;Recommended
Great Balls Of Fire;Jerry Lee Lewis;Recommended
The Man Comes Around;Johnny Cash;Recommended
Funky Stuff;Kool And The Gang;Recommended
Whats Going On;Marvin Gaye;Recommended
Golden Key;Monoide;Recommended
Livin For The Weekend;Ojays;Recommended
Hit The Road Jack;Ray Charles;Recommended
Give It Away;Red Hot Chili Peppers;Recommended
Smooth Operator;Sade;Recommended
Pride And Joy;Stevie Ray Vaughan;Recommended
I Wont Back Down;Tom Petty;Recommended
Elenore;Turtles;Recommended
S.O.S.;Abba;Recording Quality
Wise Up;Aimee Mann;Recording Quality
Sexy Boy;Air;Recording Quality
Brick;Ben Folds Five;Recording Quality
I Fought The Law;Bobby Fuller Four;Recording Quality
Woo Hah Got You All In Check;Busta Rhymes;Recording Quality
Perhaps, Perhaps, Perhaps;Cake;Recording Quality
Garden;Cargo Cult;Recording Quality
Le Freak;Chic;Recording Quality
Lost In The Supermarket;Clash;Recording Quality
Money Changes Everything;Cyndi Lauper;Recording Quality
Lowrider;Cypress Hill;Recording Quality
Eye Know;De La Soul;Recording Quality
Barely Breathing;Duncan Sheik;Recording Quality
Lost;Emma S Mini;Recording Quality
Take A Message To Mary;Everly Brothers;Recording Quality
Say You Love Me;Fleetwood Mac;Recording Quality
Break My Mind;Flying Burrito Brothers;Recording Quality
Hammering In My Head;Garbage;Recording Quality
1000 Wedding;Gram Parsons;Recording Quality
Been Caught Stealing;Janes Addiction;Recording Quality
Miss You Much;Janet Jackson;Recording Quality
Enter From The East;Jewel;Recording Quality
The Man Comes Around;Johnny Cash;Recording Quality
Solipsism;Joram;Recording Quality
Gimme That Wine;Lambert Hendricks And Ross;Recording Quality
Bound To Fall;Manassas;Recording Quality
Whats Going On;Marvin Gaye;Recording Quality
Blue In Green;Miles Davis;Recording Quality
Golden Key;Monoide;Recording Quality
Western Hero;Neil Young And Crazy Horse;Recording Quality
Supersonic;Oasis;Recording Quality
Livin For The Weekend;Ojays;Recording Quality
Dragaicuta;Panacea;Recording Quality
Yellow Ledbetter;Pearl Jam;Recording Quality
What S Wrong With My Footm;Pizzle;Recording Quality
Jerry Was A Race Car Driver;Primus;Recording Quality
Give It Away;Red Hot Chili Peppers;Recording Quality
Answering Machine;Replacements;Recording Quality
Running Scared;Roy Orbison;Recording Quality
Smooth Operator;Sade;Recording Quality
The One;Shakira;Recording Quality
I Shall Believe;Sheryl Crow;Recording Quality
Music Of Waters;Shira Kammen;Recording Quality
The Only Living Boy In New York;Simon And Garfunkel;Recording Quality
Pulling Mussels From The Shell;Squeeze;Recording Quality
Pride And Joy;Stevie Ray Vaughan;Recording Quality
Big Lie Small World;Sting;Recording Quality
Headstart For Happiness;Style Council;Recording Quality
Fox On The Run;Sweet;Recording Quality
Yedi Tekrar;Tim Rayborn;Recording Quality
I Wont Back Down;Tom Petty;Recording Quality
Wild Spring Apples;Touchinggrace;Recording Quality
Nocturne;West Exit;Recording Quality
Tom Courtenay;Yo La Tengo;Recording Quality
You Dont Care;Arthur Alexander;Relax
Turn The Page;Bob Seger;Relax
Take A Message To Mary;Everly Brothers;Relax
1000 Wedding;Gram Parsons;Relax
Les Vieux;Jacques Brel;Relax
Western Hero;Neil Young And Crazy Horse;Relax
Dragaicuta;Panacea;Relax
Smooth Operator;Sade;Relax
I Shall Believe;Sheryl Crow;Relax
Music Of Waters;Shira Kammen;Relax
The Only Living Boy In New York;Simon And Garfunkel;Relax
Cruisin;Smokey Robinson;Relax
Big Lie Small World;Sting;Relax
And It Stoned Me;Van Morrison;Relax
We Didnt Start The Fire;Billy Joel;Rock
Cuts Like A Knife;Bryan Adams;Rock
Mr. Soul;Buffalo Springfield;Rock
Barely Breathing;Duncan Sheik;Rock
Lost;Emma S Mini;Rock
Been Caught Stealing;Janes Addiction;Rock
Highway Chile;Jimi Hendrix;Rock
Deuce;Kiss;Rock
A Little Bit Me A Little Bit You;Monkees;Rock
Western Hero;Neil Young And Crazy Horse;Rock
I M Alive;Nova Express;Rock
Supersonic;Oasis;Rock
Yellow Ledbetter;Pearl Jam;Rock
What S Wrong With My Footm;Pizzle;Rock
Jerry Was A Race Car Driver;Primus;Rock
Give It Away;Red Hot Chili Peppers;Rock
Answering Machine;Replacements;Rock
Nearly Lost You;Screaming Trees;Rock
Rocket;Smashing Pumpkins;Rock
Teen Age Riot;Sonic Youth;Rock
Pulling Mussels From The Shell;Squeeze;Rock
Fox On The Run;Sweet;Rock
Elenore;Turtles;Rock
Leave It;Yes;Rock
Tom Courtenay;Yo La Tengo;Rock
Sexy Boy;Air;Romantic
Brick;Ben Folds Five;Romantic
Take A Message To Mary;Everly Brothers;Romantic
Say You Love Me;Fleetwood Mac;Romantic
Break My Mind;Flying Burrito Brothers;Romantic
Les Vieux;Jacques Brel;Romantic
Miss You Much;Janet Jackson;Romantic
Running Scared;Roy Orbison;Romantic
The One;Shakira;Romantic
The Only Living Boy In New York;Simon And Garfunkel;Romantic
Pride And Joy;Stevie Ray Vaughan;Romantic
Big Lie Small World;Sting;Romantic
Headstart For Happiness;Style Council;Romantic
The Long Cut;Uncle Tupelo;Romantic
And It Stoned Me;Van Morrison;Romantic
S.O.S.;Abba;Rough
We Didnt Start The Fire;Billy Joel;Rough
I Fought The Law;Bobby Fuller Four;Rough
Cannonball;Breeders;Rough
Cuts Like A Knife;Bryan Adams;Rough
Woo Hah Got You All In Check;Busta Rhymes;Rough
Garden;Cargo Cult;Rough
Matchbox;Carl Perkins;Rough
Le Freak;Chic;Rough
Lost In The Supermarket;Clash;Rough
Money Changes Everything;Cyndi Lauper;Rough
Lowrider;Cypress Hill;Rough
Eye Know;De La Soul;Rough
September;Earth Wind And Fire;Rough
Lost;Emma S Mini;Rough
Going In;Jade Leary;Rough
Been Caught Stealing;Janes Addiction;Rough
Highway Chile;Jimi Hendrix;Rough
The Man Comes Around;Johnny Cash;Rough
Solipsism;Joram;Rough
Deuce;Kiss;Rough
Funky Stuff;Kool And The Gang;Rough
Golden Key;Monoide;Rough
I M Alive;Nova Express;Rough
Supersonic;Oasis;Rough
Dragaicuta;Panacea;Rough
What S Wrong With My Footm;Pizzle;Rough
Jerry Was A Race Car Driver;Primus;Rough
Maggies Farm;Rage Against The Machine;Rough
Give It Away;Red Hot Chili Peppers;Rough
Answering Machine;Replacements;Rough
Nearly Lost You;Screaming Trees;Rough
Rocket;Smashing Pumpkins;Rough
Teen Age Riot;Sonic Youth;Rough
Gimme Some Lovin;Spencer Davis Group;Rough
Fox On The Run;Sweet;Rough
I Should Be Allowed To Think;They Might Be Giants;Rough
Dont Believe A Word;Thin Lizzy;Rough
I Wont Back Down;Tom Petty;Rough
Pearly Queen;Traffic;Rough
Christiansands;Tricky;Rough
Pressure;Wicked Boy;Rough
Leave It;Yes;Rough
Brick;Ben Folds Five;Sad
Turn The Page;Bob Seger;Sad
Perhaps, Perhaps, Perhaps;Cake;Sad
Take A Message To Mary;Everly Brothers;Sad
Enter From The East;Jewel;Sad
Words Of Love;Mamas And The Papas;Sad
Blue In Green;Miles Davis;Sad
Monsters Of The Id;Mose Allison;Sad
Western Hero;Neil Young And Crazy Horse;Sad
Dragaicuta;Panacea;Sad
Yellow Ledbetter;Pearl Jam;Sad
The Only Living Boy In New York;Simon And Garfunkel;Sad
Baby Lets Wait;Young Rascals;Sad
Garden;Cargo Cult;Sampler
Hammering In My Head;Garbage;Sampler
Golden Key;Monoide;Sampler
Sexy Boy;Air;Sequencer
Garden;Cargo Cult;Sequencer
World In My Eyes;Depeche Mode;Sequencer
Solipsism;Joram;Sequencer
Golden Key;Monoide;Sequencer
Nocturne;West Exit;Sequencer
Wise Up;Aimee Mann;Slow
Turn The Page;Bob Seger;Slow
Take A Message To Mary;Everly Brothers;Slow
1000 Wedding;Gram Parsons;Slow
Les Vieux;Jacques Brel;Slow
Enter From The East;Jewel;Slow
Walk On The Wild Side;Lou Reed;Slow
Blue In Green;Miles Davis;Slow
Monsters Of The Id;Mose Allison;Slow
Western Hero;Neil Young And Crazy Horse;Slow
Dragaicuta;Panacea;Slow
Yellow Ledbetter;Pearl Jam;Slow
I Shall Believe;Sheryl Crow;Slow
Music Of Waters;Shira Kammen;Slow
The Only Living Boy In New York;Simon And Garfunkel;Slow
Cruisin;Smokey Robinson;Slow
Big Lie Small World;Sting;Slow
Wild Spring Apples;Touchinggrace;Slow
Christiansands;Tricky;Slow
And It Stoned Me;Van Morrison;Slow
Pressure;Wicked Boy;Slow
Baby Lets Wait;Young Rascals;Slow
Wise Up;Aimee Mann;Soft Rock
Brick;Ben Folds Five;Soft Rock
Say You Love Me;Fleetwood Mac;Soft Rock
Western Hero;Neil Young And Crazy Horse;Soft Rock
The One;Shakira;Soft Rock
Everybody Wants To Rule The World;Tears For Fears;Soft Rock
I Wont Back Down;Tom Petty;Soft Rock
The Long Cut;Uncle Tupelo;Soft Rock
And It Stoned Me;Van Morrison;Soft Rock
Leave It;Yes;Soft Rock
Woo Hah Got You All In Check;Busta Rhymes;Strong
Perhaps, Perhaps, Perhaps;Cake;Strong
Le Freak;Chic;Strong
Lost;Emma S Mini;Strong
Hammering In My Head;Garbage;Strong
River Deep Mountain High;Ike And Tina Turner;Strong
Been Caught Stealing;Janes Addiction;Strong
The Man Comes Around;Johnny Cash;Strong
Funky Stuff;Kool And The Gang;Strong
Words Of Love;Mamas And The Papas;Strong
Whats Going On;Marvin Gaye;Strong
Livin For The Weekend;Ojays;Strong
What S Wrong With My Footm;Pizzle;Strong
Maggies Farm;Rage Against The Machine;Strong
Hit The Road Jack;Ray Charles;Strong
Answering Machine;Replacements;Strong
The One;Shakira;Strong
Pride And Joy;Stevie Ray Vaughan;Strong
Dont Believe A Word;Thin Lizzy;Strong
S.O.S.;Abba;Studio Recording
Wise Up;Aimee Mann;Studio Recording
Sexy Boy;Air;Studio Recording
You Dont Care;Arthur Alexander;Studio Recording
Windy;Association;Studio Recording
Brick;Ben Folds Five;Studio Recording
I Fought The Law;Bobby Fuller Four;Studio Recording
Cannonball;Breeders;Studio Recording
Mr. Soul;Buffalo Springfield;Studio Recording
Woo Hah Got You All In Check;Busta Rhymes;Studio Recording
Perhaps, Perhaps, Perhaps;Cake;Studio Recording
Garden;Cargo Cult;Studio Recording
Matchbox;Carl Perkins;Studio Recording
Le Freak;Chic;Studio Recording
Lost In The Supermarket;Clash;Studio Recording
Money Changes Everything;Cyndi Lauper;Studio Recording
Lowrider;Cypress Hill;Studio Recording
Eye Know;De La Soul;Studio Recording
World In My Eyes;Depeche Mode;Studio Recording
Barely Breathing;Duncan Sheik;Studio Recording
September;Earth Wind And Fire;Studio Recording
Lost;Emma S Mini;Studio Recording
Take A Message To Mary;Everly Brothers;Studio Recording
Say You Love Me;Fleetwood Mac;Studio Recording
Break My Mind;Flying Burrito Brothers;Studio Recording
Whats The Ugliest Part Of Your Body;Frank Zappa;Studio Recording
Hammering In My Head;Garbage;Studio Recording
1000 Wedding;Gram Parsons;Studio Recording
Been Caught Stealing;Janes Addiction;Studio Recording
Miss You Much;Janet Jackson;Studio Recording
Great Balls Of Fire;Jerry Lee Lewis;Studio Recording
Enter From The East;Jewel;Studio Recording
Highway Chile;Jimi Hendrix;Studio Recording
The Man Comes Around;Johnny Cash;Studio Recording
Solipsism;Joram;Studio Recording
Deuce;Kiss;Studio Recording
Funky Stuff;Kool And The Gang;Studio Recording
Gimme That Wine;Lambert Hendricks And Ross;Studio Recording
Walk On The Wild Side;Lou Reed;Studio Recording
Words Of Love;Mamas And The Papas;Studio Recording
Bound To Fall;Manassas;Studio Recording
Whats Going On;Marvin Gaye;Studio Recording
A Little Bit Me A Little Bit You;Monkees;Studio Recording
Golden Key;Monoide;Studio Recording
Western Hero;Neil Young And Crazy Horse;Studio Recording
I M Alive;Nova Express;Studio Recording
Supersonic;Oasis;Studio Recording
Livin For The Weekend;Ojays;Studio Recording
Dragaicuta;Panacea;Studio Recording
Yellow Ledbetter;Pearl Jam;Studio Recording
Jerry Was A Race Car Driver;Primus;Studio Recording
Maggies Farm;Rage Against The Machine;Studio Recording
Hit The Road Jack;Ray Charles;Studio Recording
Give It Away;Red Hot Chili Peppers;Studio Recording
Running Scared;Roy Orbison;Studio Recording
Smooth Operator;Sade;Studio Recording
The One;Shakira;Studio Recording
I Shall Believe;Sheryl Crow;Studio Recording
The Only Living Boy In New York;Simon And Garfunkel;Studio Recording
Rocket;Smashing Pumpkins;Studio Recording
Cruisin;Smokey Robinson;Studio Recording
Teen Age Riot;Sonic Youth;Studio Recording
Gimme Some Lovin;Spencer Davis Group;Studio Recording
Stop;Spice Girls;Studio Recording
Pulling Mussels From The Shell;Squeeze;Studio Recording
Pride And Joy;Stevie Ray Vaughan;Studio Recording
Big Lie Small World;Sting;Studio Recording
Headstart For Happiness;Style Council;Studio Recording
Fox On The Run;Sweet;Studio Recording
Everybody Wants To Rule The World;Tears For Fears;Studio Recording
I Should Be Allowed To Think;They Might Be Giants;Studio Recording
Dont Believe A Word;Thin Lizzy;Studio Recording
I Wont Back Down;Tom Petty;Studio Recording
Wild Spring Apples;Touchinggrace;Studio Recording
Pearly Queen;Traffic;Studio Recording
Christiansands;Tricky;Studio Recording
Elenore;Turtles;Studio Recording
The Long Cut;Uncle Tupelo;Studio Recording
And It Stoned Me;Van Morrison;Studio Recording
Nocturne;West Exit;Studio Recording
Pressure;Wicked Boy;Studio Recording
Tom Courtenay;Yo La Tengo;Studio Recording
Baby Lets Wait;Young Rascals;Studio Recording
Wise Up;Aimee Mann;Studying
Les Vieux;Jacques Brel;Studying
Boom Boom;John Lee Hooker;Studying
Whats Going On;Marvin Gaye;Studying
Golden Key;Monoide;Studying
Dragaicuta;Panacea;Studying
Yellow Ledbetter;Pearl Jam;Studying
Everybody Wants To Rule The World;Tears For Fears;Studying
S.O.S.;Abba;Synthesized
Sexy Boy;Air;Synthesized
Windy;Association;Synthesized
We Didnt Start The Fire;Billy Joel;Synthesized
Cannonball;Breeders;Synthesized
Woo Hah Got You All In Check;Busta Rhymes;Synthesized
Garden;Cargo Cult;Synthesized
Lost In The Supermarket;Clash;Synthesized
Money Changes Everything;Cyndi Lauper;Synthesized
Lowrider;Cypress Hill;Synthesized
Tribulation;Dennis Brown;Synthesized
World In My Eyes;Depeche Mode;Synthesized
Lost;Emma S Mini;Synthesized
